utt_id,prev_wer,next_wer,delta_wer,comparison,ref,prev_text,next_text
03-06,0.0,0.0,0.0,Same,Confirm,confirm,confirm
03-07,0.5454545454545454,0.36363636363636365,-0.18181818181818177,Improvement,LNAV available. And alt hold. Missed approach altitude is 6000 feet. ,air net available and ockhole miss approach aperture is 6000 feet,air net available and alt hold miss approach altitude it is 6000 feet
03-08,1.0,1.0,0.0,Same,LNAV.  Thousand check,7f 6000 checked,7f 6000 checked
03-09,0.2,0.2,0.0,Same,The next altitude is 1200. ,and next altitude is 1200,and next altitude is 1200
03-10,0.25,0.5,0.25,Worsen,Yes. Minus 700 check. ,yes my 700 check,vs my 700 check
03-11,0.75,0.75,0.0,Same,May I check is the right landing gear?,i ll check speed of the line ending gear,i ll check speed of the line ending gear
03-12,1.5,0.5,-1.0,Improvement,Down. Speedbreak.,down on speed break,down speedbrake
03-13,0.5,0.375,-0.125,Improvement,"30, green lights exterior lights, On. Landing Clearance.",30 green light extra rights are on landing clearance,30 green light extract on landing clearance
03-14,0.6666666666666666,0.6666666666666666,0.0,Same,Obtain Runway 18R. Landing checklist complete,update in runway 18r manjack is complete,update in runway 18r jet is complete
03-15,0.0,0.5,0.5,Worsen,And 950 on profile.,and 950 on profile,and 9 50 on profile
03-16,0.75,0.75,0.0,Same,2 red 2 whites.,282 whites,283 whites
03-17,0.5,0.5,0.0,Same,and stablized.,and stabilized,and stabilized
03-18,0.5714285714285714,0.5714285714285714,0.0,Same,And WAYBI final approach fix 2600 feet.,and way be final approach fix 2600 feet advice apc,and way be final approach fix 2600 feet advice apc
03-19,0.7142857142857143,0.5714285714285714,-0.1428571428571429,Improvement,Runway in sight. Joining downwind Runway 18R.,rally inside joining darwin rally 18r,rally inside joining downwind rally 18r
03-20,0.18181818181818182,0.36363636363636365,0.18181818181818182,Worsen,Busan Tower Singapore 616 runway in sight. Joining downwind runway 18R.,busan tower singapore 616 runway inside joining downwind runway 18r,busan tower sx16 runway inside joining downwind runway 18r
03-21,0.45454545454545453,0.5454545454545454,0.09090909090909088,Worsen,Joining downwind runway 18R and to land runway 18R. Singapore 616.,and cleared join downwind 18r and head to land runway 18r singapore 616,and cleared to join downwind 18r and head to land runway 18r singapore 616
03-22,0.0,0.0,0.0,Same,Confirm,confirm,confirm
03-23,0.0,0.5,0.5,Worsen,Execute confirm.,execute confirm,xq confirm
03-24,1.0,1.0,0.0,Same,Heading Sel.,exhale,exhale
03-25,0.875,0.5,-0.375,Improvement,and alt hold missed approach altitude is 6000,and alt 4 oo missed approach already due it s 6000 feet,alt hold missed approach already due 6000ft
03-26,0.6666666666666666,1.0,0.33333333333333337,Worsen,Route 2 activated,roto activated,cleared to activate
03-27,1.0,1.0,0.0,Same,Direct AB18R. Execute confirm,direct beam 1 minute right execute confirm,direct beam 1 minute right execute confirm
03-28,0.6666666666666666,0.6666666666666666,0.0,Same,Confirm. LNAV available ,confirm i have available,confirm i have available
03-29,0.0,0.0,0.0,Same,Flaps at 30,flaps at 30,flaps at 30
03-30,0.0,0.5,0.5,Worsen,Down. Speedbreak.,down speedbreak,down speedbrake
03-31,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
03-32,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
03-33,1.0,1.0,0.0,Same,Flaps,lems,slams
03-34,0.2222222222222222,0.0,-0.2222222222222222,Improvement,30 green light exterior lights are on. Landing clearance.,30 greenlight exterior lights are on landing clearance,30 green light exterior lights are on landing clearance
03-35,0.7142857142857143,0.7142857142857143,0.0,Same,8R. Obtain Runway 18R. Landing checklist complete,update ramp 818r night checklist complete,18r update ramp at 18r night checklist complete
03-36,0.375,0.75,0.375,Worsen,Add 4 whites. High. pitch down a bit.,and for whites high switch down a bit,55 and 4 whites high
04-01,0.5,0.5,0.0,Same,VS Check.,yes check,ps check
04-02,0.0,0.0,0.0,Same,1000 to go.,1000 to go,1000 to go
04-03,0.18181818181818182,0.18181818181818182,0.0,Same,"Busan Tower Singapore 616 Runway in sight, joining downwind runway 18R.",u san tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right
04-04,0.2,0.2,0.0,Same,We are clear to land.,we are cleared to land,we are cleared to land
04-05,0.5,0.0,-0.5,Improvement,Alt Hold.,hold,alt hold
04-06,0.5,0.0,-0.5,Improvement,Heading Sel,heading zell,heading sel
04-07,1.0,1.0,0.0,Same,Comfirm.,confirm,confirm
04-08,0.0,0.0,0.0,Same,Route 2 Activated.,route 2 activated,route 2 activated
04-09,0.0,1.0,1.0,Worsen,Direct AB18R,direct ab18r,direct beam 18r
04-10,0.6666666666666666,0.0,-0.6666666666666666,Improvement,6000 feet checked.,6 000 feet checked,6000 feet checked
04-11,0.0,0.0,0.0,Same,Speed check. Flaps 30.,speed check flaps 30,speed check flaps 30
04-12,0.0,0.0,0.0,Same,Flaps at 30,flaps at 30,flaps at 30
04-13,0.0,0.0,0.0,Same,Roger landing checklist below the line. landing gear.,roger landing checklist below the line landing gear,roger landing checklist below the line landing gear
04-14,2.0,0.0,-2.0,Improvement,Speedbrake.,speed break,speedbrake
04-15,2.0,0.0,-2.0,Improvement,Speedbrake.,speed break,speedbrake
04-16,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
04-17,0.2857142857142857,0.2857142857142857,0.0,Same,30 green lights Exterior lights are on.,30 green lights x zero lights are on,30 green lights x zero lights are on
04-18,0.4,0.2,-0.2,Improvement,Check. Obtain Runway 18R Land.,check obtained runway 18r lens,check obtain runway 18r lens
04-19,0.0,0.0,0.0,Same,1000 stabilized.,1000 stabilized,1000 stabilized
04-20,0.0,0.0,0.0,Same,500 feet stabilized.,500 feet stabilized,500 feet stabilized
04-21,0.0,0.0,0.0,Same,Captain,captain,captain
04-22,0.0,0.0,0.0,Same,"Roger, I have control.",roger i have control,roger i have control
04-23,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
04-24,0.0,0.0,0.0,Same,Check VS check.,check vs check,check vs check
04-25,0.0,0.18181818181818182,0.18181818181818182,Worsen,"Busan Tower Singapore 616 runway in sight, joining downwind runway 18R.",busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right
04-26,0.14285714285714285,0.14285714285714285,0.0,Same,Clear to land Runway 18R. Singapore 616.,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616
04-27,0.5,0.0,-0.5,Improvement,Alt Hold.,out hold,alt hold
04-28,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
04-29,0.0,0.0,0.0,Same,Route 2 Activated.,route 2 activated,route 2 activated
04-30,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
04-31,0.0,0.0,0.0,Same,6000 feet checked.,6000 feet checked,6000 feet checked
04-32,0.25,0.25,0.0,Same,Speed check. Flap 30.,speed check flaps 30,speed check flaps 30
04-33,0.0,0.0,0.0,Same,A Landing checklist below the line.,a landing checklist below the line,a landing checklist below the line
04-34,2.0,0.0,-2.0,Improvement,Speedbrake.,speed break,speedbrake
04-35,0.2,0.0,-0.2,Improvement,MCP Speed. Heading Sel. VS.,mcp speed heading cell vs,mcp speed heading sel vs
04-36,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
04-37,0.125,0.125,0.0,Same,And exterior lights are on. And landing clearance.,and exterior lights are on landing clearance,and exterior lights are on landing clearance
04-38,0.16666666666666666,0.16666666666666666,0.0,Same,Obtain runway 18R. Landing checklist complete.,obtained runway 18r landing checklist complete,obtained runway 18r landing checklist complete
04-39,0.0,0.0,0.0,Same,4 whites,4 whites,4 whites
04-40,0.0,0.0,0.0,Same,"2 Reds, 2 whites.",2 reds 2 whites,2 reds 2 whites
04-41,0.0,0.0,0.0,Same,Stabilized.,stabilized,stabilized
04-42,0.75,0.5,-0.25,Improvement,Low speed. Speedbrake up.,no speed speed breaks up,no speed speedbrakes up
04-43,0.75,0.75,0.0,Same,Reversers normal. Autobrake Disarm.,reverse normal auto brake disarm,reverse normal auto brake disarm
04-44,1.0,0.5,-0.5,Improvement,60 knots.,16 odds,16 knots
05-01,0.0,0.0,0.0,Same,"Roger, I have control.",roger i have control,roger i have control
05-02,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
05-03,0.2,0.0,-0.2,Improvement,You have control. VS check,you have control of vs check,you have control vs check
05-04,0.0,0.0,0.0,Same,"Roger, Captain.",roger captain,roger captain
05-05,0.0,0.0,0.0,Same,Tailwind is pretty strong. 10 knots later during the circling.,tailwind is pretty strong 10 knots later during the circling,tailwind is pretty strong 10 knots later during the circling
05-06,0.0,0.0,0.0,Same,1000 to go.,1000 to go,1000 to go
05-07,0.0,0.14285714285714285,0.14285714285714285,Worsen,"Busan Tower, Singapore 616. Runway in sight.",busan tower singapore 616 runway in sight,busan tower singapore 616 runway in sight join
05-08,0.0,0.0,0.0,Same,"Say again, Singapore 8616.",say again singapore 8616,say again singapore 8616
05-09,0.0,0.0,0.0,Same,"Busan Tower, Singapore 616.",busan tower singapore 616,busan tower singapore 616
05-10,0.14285714285714285,0.5714285714285714,0.42857142857142855,Worsen,Visual Runway 18R. Joining downwind Runway 18R,visual runway 18r joining danwin runway 18r,visual runway 18 right joining downwind runway 18 right
05-11,0.5,0.5,0.0,Same,Thousand Seven. Alt Hold. ,2007 alt hold,1007 alt hold
05-12,0.0,0.0,0.0,Same,Execute Confirm. Execute. ,execute confirm execute,execute confirm execute
05-13,0.0,0.0,0.0,Same,Route 2 Activated ,route 2 activated,route 2 activated
05-14,0.0,0.0,0.0,Same,Execute Confirm?,execute confirm,execute confirm
05-15,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
05-16,0.0,0.0,0.0,Same,LNAV Available,lnav available,lnav available
05-17,0.0,0.0,0.0,Same,6000 feet check,6000 feet check,6000 feet check
05-18,0.0,0.0,0.0,Same,Flaps 30.,flaps 30,flaps 30
05-19,0.3333333333333333,0.3333333333333333,0.0,Same,VS -700 checked.,vs minus 700 checked,vs minus 700 checked
05-20,0.0,0.0,0.0,Same,Roger Landing checklist. Altimeters.,roger landing checklist altimeters,roger landing checklist altimeters
05-21,0.0,0.0,0.0,Same,Altimeters.,altimeters,altimeters
05-22,0.0,0.0,0.0,Same,All below the line. Landing gear.,all below the line landing gear,all below the line landing gear
05-23,0.5,0.0,-0.5,Improvement,And down down speedbrakes.,and down down speed breaks,and down down speedbrakes
05-24,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
05-25,0.0,0.0,0.0,Same,30. Green light. ,30 green light,30 green light
05-26,0.6,0.6,0.0,Same,Landing Clearence. Obtain Runway 18R. ,landing clearance obtained runway 18r landing,landing clearance obtained runway 18r landing
05-27,0.0,0.0,0.0,Same,Check,check,check
05-28,0.0,0.0,0.0,Same,Roger,roger,roger
05-29,0.0,0.0,0.0,Same,Altitude 700.,altitude 700,altitude 700
05-30,0.0,0.0,0.0,Same,Target,target,target
05-31,0.0,0.0,0.0,Same,450,450,450
05-32,0.25,0.25,0.0,Same,Different Runway. This is. ,different runway this is one,different runway this is one
05-33,0.0,0.0,0.0,Same,"Go around, ",go around,go around
05-34,0.25,0.25,0.0,Same,Roger I'm Ready.,roger i am ready,o roger i m ready
05-35,0.0,0.0,0.0,Same,VS check. You have control.,vs check you have control,vs check you have control
05-36,0.0,0.0,0.0,Same,Roger Captain.,roger captain,roger captain
05-37,0.6666666666666666,0.0,-0.6666666666666666,Improvement,1000 to go.,touch and to go,1000 to go
05-38,0.2857142857142857,0.0,-0.2857142857142857,Improvement,"Busan Tower, Singapore 616. Runway in sight,",busan tower singapore 616 runway inside,busan tower singapore 616 runway in sight
05-39,0.0,0.0,0.0,Same,Alt Hold.,alt hold,alt hold
05-40,0.375,0.0,-0.375,Improvement,Heading Sel. Alt Hold. Roger. Activate Route 2.,heading south i ll hold roger activate route 2,heading sel alt hold roger activate route 2
05-41,0.0,0.0,0.0,Same,Execute Confirm,execute confirm,execute confirm
05-42,0.0,0.0,0.0,Same,Route 2 Activated ,route 2 activated,route 2 activated
05-43,0.0,0.0,0.0,Same,Roger.,roger,roger
05-44,0.0,0.0,0.0,Same,Execute Confirm.,execute confirm,execute confirm
05-45,0.0,0.0,0.0,Same,6000 checked.,6000 checked,6000 checked
05-46,0.0,0.0,0.0,Same,Flaps 30.,flaps 30,flaps 30
05-47,0.0,0.0,0.0,Same,Flaps at 30.,flaps at 30,flaps at 30
05-48,0.14285714285714285,0.14285714285714285,0.0,Same,Landing checklist below the line. Landing gear.,landing surface below the line landing gear,landing surface below the line landing gear
05-49,1.0,0.5,-0.5,Improvement,Down speedbreaks.,down speed breaks,down speedbrakes
05-50,0.5,0.3333333333333333,-0.16666666666666669,Improvement,VS -700 check. Speedbreaks armed. Flaps.,ves minus 700 check speedbrakes armed flaps,vs minus 700 check speedbrakes armed flaps
05-51,0.0,0.0,0.0,Same,30. green light. exterior lights On.,30 green light exterior lights on,30 green light exterior lights on
05-52,0.0,0.0,0.0,Same,Roger.,roger,roger
05-53,0.0,0.4,0.4,Worsen,BCTL2 1200. We are high.,bctl2 1200 we are high,bctl 2 1200 we are high
05-54,0.0,0.0,0.0,Same,BCTL3. Target is 950 feet.,bctl3 target is 950 feet,bctl3 target is 950 feet
05-55,1.0,1.0,0.0,Same,1000 feet check.,as in feed check,as and feed check
05-56,0.0,0.6666666666666666,0.6666666666666666,Worsen,BCTL4 700 feet.,bctl4 700 feet,bctl4 700ft
05-57,0.42857142857142855,0.42857142857142855,0.0,Same,Check on profile. 2 whites 2 red.,check on profile two whites two reds,check on profile two whites two reds
05-58,0.0,0.0,0.0,Same,Check. stabilize.,check stabilize,check stabilize
05-59,0.8333333333333334,0.16666666666666666,-0.6666666666666667,Improvement,"Speedbrakes not up. OK, speedbreaks up.",speed brakes not up okay speed brakes up,speedbrakes not up ok speedbrakes up
05-60,0.4,0.4,0.0,Same,Reversers normal and autobrake disarmed.,reverse as normal and autobrake disarmed,reverse as normal and autobrake disarmed
05-61,0.0,0.0,0.0,Same,60 knots.,60 knots,60 knots
06-01,0.0,0.2,0.2,Worsen,"Roger, Cap. I have control.",roger cap i have control,ok roger cap i have control
06-02,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
06-03,0.0,0.0,0.0,Same,VS check,vs check,vs check
06-04,0.0,0.0,0.0,Same,"Roger, Captain.",roger captain,roger captain
06-05,0.0,0.18181818181818182,0.18181818181818182,Worsen,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right
06-06,0.0,0.0,0.0,Same,Execute Confirm?,execute confirm,execute confirm
06-07,0.3333333333333333,0.3333333333333333,0.0,Same,Route 2 Activated ,root 2 activated,root 2 activated
06-08,0.5,0.5,0.0,Same,Roger. Direct to AB18R.,roger direct to beam 18r,roger direct to beam 18r
06-09,0.5,0.0,-0.5,Improvement,Execute Confirm?,execute confirm confirm,execute confirm
06-10,0.0,0.0,0.0,Same,6000 check,6000 check,6000 check
06-11,0.0,0.0,0.0,Same,Flaps 30.,flaps 30,flaps 30
06-12,0.0,0.0,0.0,Same,Flaps at 30.,flaps at 30,flaps at 30
06-13,2.0,0.0,-2.0,Improvement,Speedbrakes.,speed breaks,speedbrakes
06-14,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
06-15,0.0,0.0,0.0,Same,30. Green light. Exterior lights.,30 green light exterior lights,30 green light exterior lights
06-16,0.2,0.2,0.0,Same,"Obtain 18R, Landing Checklist Complete.",opting 18r landing checklist complete,opting 18r landing checklist complete
06-17,0.0,0.0,0.0,Same,Roger.,roger,roger
06-18,0.375,0.375,0.0,Same,Captain. Supposed to fly in autopilot. Cycling FDs.,captain is supposed to fly in autopilot,captain is supposed to fly in autopilot
06-19,0.25,0.25,0.0,Same,"Roger, recycling the FDs.",roger recycling the fts,roger recycling the fts
06-20,0.2857142857142857,0.0,-0.2857142857142857,Improvement,"OK, Ok, Roger, Roger. I have control.",okay okay roger roger i have control,ok ok roger roger i have control
06-21,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
06-22,0.0,0.0,0.0,Same,VS check.,vs check,vs check
06-23,0.0,0.0,0.0,Same,Roger Captain.,roger captain,roger captain
06-24,0.0,0.0,0.0,Same,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18r
06-25,0.0,0.0,0.0,Same,cleared to join downwind runway 18R.,cleared to join downwind runway 18r,cleared to join downwind runway 18r
06-26,1.5,0.5,-1.0,Improvement,Alt Hold.,a out pull,ok alt hold
06-27,0.5,0.0,-0.5,Improvement,Heading Sel.,heading 0,heading sel
06-28,0.0,0.0,0.0,Same,Roger. Activate Route 2.,roger activate route 2,roger activate route 2
06-29,0.0,0.0,0.0,Same,Execute confirm?,execute confirm,execute confirm
06-30,0.16666666666666666,0.16666666666666666,0.0,Same,OK. Route 2 Activated. LNAV available.,k route 2 activated lnav available,ok route two activated lnav available
06-31,0.0,0.0,0.0,Same,Roger,roger,roger
06-32,0.5,0.5,0.0,Same,Roger Direct to AB18R.,roger direct to beam 18r,roger direct to beam 18r
06-33,0.0,0.0,0.0,Same,Execute Confirm?,execute confirm,execute confirm
06-34,0.0,0.0,0.0,Same,Direct AB18R.,direct ab18r,direct ab18r
06-35,0.0,0.0,0.0,Same,6000 feet check.,6000 feet check,6000 feet check
06-36,0.0,0.0,0.0,Same,Flaps 30. ,flaps 30,flaps 30
06-37,0.0,0.0,0.0,Same,Flaps at 30.,flaps at 30,flaps at 30
06-38,1.0,0.3333333333333333,-0.6666666666666667,Improvement,Landing Gear. Speedbrakes.,end gear speed breaks,ending gear speedbrakes
06-39,0.0,0.0,0.0,Same,Flaps,flaps,flaps
06-40,0.8,0.2,-0.6000000000000001,Improvement,30. Green Lights. Exterior Lights.,30green light exterior lights op,30 green light exterior lights
06-41,0.5714285714285714,0.5714285714285714,0.0,Same,OK. Obtain Runway 18R. Landing checklist complete.,opting runway 18r landing flight is complete,optain runway 18r landing flight is complete
06-42,0.0,0.0,0.0,Same,Roger,roger,roger
06-43,1.0,3.0,2.0,Worsen,LNAV,cycle,help me cycle
06-44,0.3333333333333333,0.0,-0.3333333333333333,Improvement,Confirm. Recycle FDs.,confirm recycled fds,confirm recycle fds
06-45,1.0,0.25,-0.75,Improvement,Roger. Cycling the FDs.,hey roger cycling to fd sir,ok roger cycling the fds
06-46,0.25,0.25,0.0,Same,Cap. We are high.,okay we are high,ok we are high
06-47,0.5,0.5,0.0,Same,4 Whites.,4 heights,4 heights
06-48,0.0,0.0,0.0,Same,Check. Captain we are high. Go around.,check captain we are high go around,check captain we are high go around
07-01,0.0,0.0,0.0,Same,"Roger, Captain. Flaps 30. Execute. Confirm.",roger captain flaps 30 execute confirm,roger captain flaps 30 execute confirm
07-02,0.0,0.0,0.0,Same,"Roger, I have control.",roger i have control,roger i have control
07-03,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
07-04,0.0,0.0,0.0,Same,VS check.,vs check,vs check
07-05,0.3333333333333333,0.3333333333333333,0.0,Same,I am on route 2 LEGS.,i am on route two lakes,i am on route to lakes
07-06,0.125,0.125,0.0,Same,I am with you on Route 2 LEGS.,i am with you on route two legs,i am with you on route two legs
07-07,0.0,0.0,0.0,Same,"Captain, would you like Control?",captain would you like control,captain would you like control
07-08,0.0,0.0,0.0,Same,"Busan Tower, Singapore 616 runway in sight.",busan tower singapore 616 runway in sight,busan tower singapore 616 runway in sight
07-09,0.14285714285714285,0.14285714285714285,0.0,Same,Clear to land runway 18R. Singapore 616.,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616
07-10,0.5,0.0,-0.5,Improvement,Alt Hold. ,out hold,alt hold
07-11,0.5,0.0,-0.5,Improvement,Heading Sel. Route 2.,aiding cell route 2,heading sel route 2
07-12,0.0,0.0,0.0,Same,Route 2 activated.,route 2 activated,route 2 activated
07-13,0.0,0.0,0.0,Same,Roger. Direct to AB18R.,roger direct to ab18r,roger direct to ab18r
07-14,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
07-15,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
07-16,0.0,0.0,0.0,Same,6000 is checked.,6000 is checked,6000 is checked
07-17,0.0,0.0,0.0,Same,Speed Check. Flaps 30. ,speed check flaps 30,speed check flaps 30
07-18,0.0,0.0,0.0,Same,Flaps at 30.,flaps at 30,flaps at 30
07-19,0.2857142857142857,0.42857142857142855,0.14285714285714285,Worsen,Landing checklist below the line. Landing Gear.,tending checklist below the line blending gear,tending checklist below the line blending gear down
07-20,1.0,0.5,-0.5,Improvement,Down. Speedbrake.,down speed break,down speedbrake r
07-21,0.0,0.0,0.0,Same,Check. 30. Green Light.,check 30 green light,check 30 green light
07-22,0.0,0.0,0.0,Same,Landing Clearance.,landing clearance,landing clearance
07-23,0.0,0.0,0.0,Same,Check. Roger.,check roger,check roger
07-24,1.0,1.0,0.0,Same,FDs recycled.,fd is recycled,fd is recycled
07-25,0.14285714285714285,0.0,-0.14285714285714285,Improvement,"2 Reds, 2 Whites on the PAPI.",2 reds 2 whites on the puppy,2 reds 2 whites on the papi
07-26,0.0,0.0,0.0,Same,Stabilized. Standby. Disregard. Sorry.,stabilized standby disregard sorry,stabilized standby disregard sorry
07-27,0.125,0.125,0.0,Same,"Two Reds, 2 whites on the PAPI, Sir.",two reds two whites on the papi sir,2 reds 2 whites on the papi sir
07-28,0.0,0.0,0.0,Same,Stabilized.,stabilized,stabilized
07-29,0.0,0.0,0.0,Same,"Roger, I have control.",roger i have control,roger i have control
07-30,0.0,0.0,0.0,Same,"Roger, I am ready.",roger i am ready,roger i am ready
07-31,0.0,0.0,0.0,Same,VS check.,vs check,vs check
07-32,0.6666666666666666,0.6666666666666666,0.0,Same,Route 2 LEGS.,route to lakes,route to lakes
07-33,0.0,0.18181818181818182,0.18181818181818182,Worsen,Busan Tower Singapore 616 runway in sight. Joining downwind runway 18R.,busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right
07-34,0.14285714285714285,0.14285714285714285,0.0,Same,Clear to land runway 18R. Singapore 616.,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616
07-35,0.75,0.0,-0.75,Improvement,Heading Sel. Alt Hold. ,heading cell auteuil,heading sel alt hold
07-36,0.0,0.0,0.0,Same,Activating Route 2,activating route 2,activating route 2
07-37,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
07-38,0.0,0.0,0.0,Same,Execute.,execute,execute
07-39,0.0,0.0,0.0,Same,Route 2 activated.,route 2 activated,route 2 activated
07-40,0.0,0.0,0.0,Same,Direct to AB18R.,direct to ab18r,direct to ab18r
07-41,0.0,0.0,0.0,Same,Confirm.,confirm,confirm
07-42,0.0,0.0,0.0,Same,Direct AB18R.,direct ab18r,direct ab18r
07-43,0.0,0.0,0.0,Same,Check.,check,check
07-44,0.0,0.0,0.0,Same,Flaps 30.,flaps 30,flaps 30
07-45,0.0,0.25,0.25,Worsen,Cap. LNAV is available.,cap lnav is available,cap alnaff is available
07-46,0.14285714285714285,0.14285714285714285,0.0,Same,Landing checklist below the line. Landing Gear.,alline checklist below the line landing gear,alim checklist below the line landing gear
07-47,1.0,0.0,-1.0,Improvement,Down. Speedbrakes.,down speed breaks,down speedbrakes
07-48,0.0,0.0,0.0,Same,Flaps.,flaps,flaps
07-49,0.0,0.0,0.0,Same,VS 700 is checked.,vs 700 is checked,vs 700 is checked
07-50,0.0,0.0,0.0,Same,On. Landing clearance.,on landing clearance,on landing clearance
07-51,0.0,0.0,0.0,Same,Flight directors.,flight directors,flight directors
07-52,0.0,0.0,0.0,Same,Cycling FDs.,cycling fds,cycling fds
07-53,0.09090909090909091,0.0,-0.09090909090909091,Improvement,4 whites on the PAPI. You are a bit high Captain.,4 whites on the puppy you are a bit high captain,4 whites on the papi you are a bit high captain
07-54,0.7142857142857143,0.42857142857142855,-0.28571428571428575,Improvement,2 Reds 2 Whites on the PAPI. ,two reds two whites on the papi you are on,2 reds 2 whites on the papi you are on
07-55,0.0,0.0,0.0,Same,Stabilized.,stabilized,stabilized
07-56,0.8,0.4,-0.4,Improvement,Speedbrake up and reversers normal.,speed break up and reverse as normal,speedbrake up and reverse as normal
07-57,1.5,1.5,0.0,Same,Autobrake disarmed.,auto break disarm,auto brake disarm
