utt_id,prev_wer,next_wer,delta_wer,comparison,ref,prev_text,next_text
04-39,0.0,0.0,0.0,Same,4 whites,4 whites.,4 whites
04-40,0.25,0.5,0.25,Worsen,"2 Reds, 2 whites.","Two Reds, 2 whites.",two reds two whites
04-41,0.0,0.0,0.0,Same,Stabilized.,Stabilized.,stabilized
04-42,0.75,0.5,-0.25,Improvement,Low speed. Speedbrake up.,"Low speed, uh, speed breaks up.",no speed breaks up
04-43,0.5,1.25,0.75,Worsen,Reversers normal. Autobrake Disarm.,"Reverse normal. Otterbeck, Disarm.",reverse normal other right this arm
04-44,0.5,0.0,-0.5,Improvement,60 knots.,60 oughts.,60 knots
05-01,0.0,0.0,0.0,Same,"Roger, I have control.","Roger, I have control.",roger i have control
05-02,0.0,0.0,0.0,Same,"Roger, I am ready.","Roger, I am ready.",roger i am ready
05-03,0.2,0.4,0.2,Worsen,You have control. VS check,You have control of. VS check.,you have control of es check
05-04,0.0,0.0,0.0,Same,"Roger, Captain.","Roger, Captain.",roger captain
05-05,0.2,0.0,-0.2,Improvement,Tailwind is pretty strong. 10 knots later during the circling.,Take Witness. Pretty strong. 10 knots later during the circling.,tailwind is pretty strong 10 knots later during the circling
05-06,0.0,1.3333333333333333,1.3333333333333333,Worsen,1000 to go.,1000 to go.,that ll do it
05-07,0.5714285714285714,0.42857142857142855,-0.14285714285714285,Improvement,"Busan Tower, Singapore 616. Runway in sight.","Busan Tower, Singapore, 6/16. Runway-insight.",busan tower singapore 616 runway inside join us
05-08,0.0,0.5,0.5,Worsen,"Say again, Singapore 8616.","Say again, Singapore, 8616.",see you again singapore 8616
05-09,0.0,0.0,0.0,Same,"Busan Tower, Singapore 616.","Busan Tower, Singapore, 616.",busan tower singapore 616
05-10,0.7142857142857143,0.0,-0.7142857142857143,Improvement,Visual Runway 18R. Joining downwind Runway 18R,"Visual Runway 1/8, right? Joining downwind. R18 right.",visual runway 18r joining downwind runway 18r
05-11,1.0,0.75,-0.25,Improvement,Thousand Seven. Alt Hold. ,1007. Alhol.,1007 i ll hold
05-12,0.0,0.0,0.0,Same,Execute Confirm. Execute. ,"Execute, confirm, execute.",execute confirm execute
05-13,0.6666666666666666,0.0,-0.6666666666666666,Improvement,Route 2 Activated ,Bluetooth activated.,route 2 activated
05-14,0.0,0.0,0.0,Same,Execute Confirm?,Execute confirm.,execute confirm
05-15,0.0,0.0,0.0,Same,Confirm.,Confirm.,confirm
05-16,0.5,1.5,1.0,Worsen,LNAV Available,Are available.,i ll never available
05-17,0.0,0.0,0.0,Same,6000 feet check,6000 feet check,6000 feet check
05-18,0.5,1.0,0.5,Worsen,Flaps 30.,Flights 30.,flap steady
05-19,0.0,0.0,0.0,Same,VS -700 checked.,VS -700 checked.,vs 700 checked
05-20,0.0,0.0,0.0,Same,Roger Landing checklist. Altimeters.,Roger Landing checklist. Altimeters.,roger landing checklist altimeters
05-21,0.0,0.0,0.0,Same,Altimeters.,Altimeters.,altimeters
05-22,0.6666666666666666,0.16666666666666666,-0.5,Improvement,All below the line. Landing gear.,I'll be loading landing gear.,oh below the line landing gear
05-23,0.5,0.5,0.0,Same,And down down speedbrakes.,And down down speed brakes.,and down down speed brakes
05-24,0.0,1.0,1.0,Worsen,Flaps.,Flaps.,flips
05-25,0.3333333333333333,0.0,-0.3333333333333333,Improvement,30. Green light. ,Dirty green light.,30 green light
05-26,1.4,0.6,-0.7999999999999999,Improvement,Landing Clearence. Obtain Runway 18R. ,On Lenkira's obtained runway 1 and right.,then clearance obtained runway 18r
05-27,0.0,0.0,0.0,Same,Check,Check.,check
05-28,0.0,0.0,0.0,Same,Roger,Roger,roger
05-29,0.0,0.0,0.0,Same,Altitude 700.,Altitude 700.,altitude 700
05-30,0.0,0.0,0.0,Same,Target,Target.,target
05-31,0.0,0.0,0.0,Same,450,450,450
05-32,0.0,0.25,0.25,Worsen,Different Runway. This is. ,different runway. This is,different runway this is one
05-33,1.0,0.0,-1.0,Improvement,"Go around, ","Go a round, ",go around
05-34,0.0,0.0,0.0,Same,Roger I'm Ready.,"Roger, I'm ready.",roger i m ready
05-35,0.0,0.0,0.0,Same,VS check. You have control.,VS check you have control.,vs check you have control
05-36,0.0,0.0,0.0,Same,Roger Captain.,Roger Captain.,roger captain
05-37,0.0,0.0,0.0,Same,1000 to go.,1000 to go.,1000 to go
05-38,0.2857142857142857,0.2857142857142857,0.0,Same,"Busan Tower, Singapore 616. Runway in sight,",Busan Tower Singapore 616 runway inside.,busan tower singapore 616 runway inside
05-39,1.0,0.5,-0.5,Improvement,Alt Hold.,Alcohol.,alt halt
05-40,0.375,0.375,0.0,Same,Heading Sel. Alt Hold. Roger. Activate Route 2.,"Heading South, I'll hold. Roger. Activate Route 2.",heading cell i ll hold roger activate route 2
05-41,0.0,0.0,0.0,Same,Execute Confirm,Execute confirm.,execute confirm
05-42,0.6666666666666666,0.6666666666666666,0.0,Same,Route 2 Activated ,roto activated.,rotu activated
05-43,0.0,0.0,0.0,Same,Roger.,Roger.,roger
05-44,0.0,0.0,0.0,Same,Execute Confirm.,Execute confirm.,execute confirm
05-45,0.0,0.0,0.0,Same,6000 checked.,6000 checked.,6000 checked
05-46,0.5,0.0,-0.5,Improvement,Flaps 30.,Flap 30.,flaps 30
05-47,0.0,0.0,0.0,Same,Flaps at 30.,Flaps at 30.,flaps at 30
05-48,0.2857142857142857,0.42857142857142855,0.14285714285714285,Worsen,Landing checklist below the line. Landing gear.,Anicheva is below the line. Landing gear.,and it s below the line landing gear
05-49,1.0,1.0,0.0,Same,Down speedbreaks.,Down speed brakes.,down speed brakes
05-50,0.6666666666666666,0.5,-0.16666666666666663,Improvement,VS -700 check. Speedbreaks armed. Flaps.,Yes -700 check. Speedwag's arms flaps.,vs minus 700 check speed brakes armed flaps
05-51,0.0,0.0,0.0,Same,30. green light. exterior lights On.,30 green light exterior lights On,30 green light exterior lights on
05-52,0.0,0.0,0.0,Same,Roger.,Roger,roger
05-53,0.6,0.4,-0.19999999999999996,Improvement,BCTL2 1200. We are high.,Miss TL 2. 1200. We are high.,bctl 2 1200 we are high
05-54,0.4,0.4,0.0,Same,BCTL3. Target is 950 feet.,BCTL 3. Target is 950 feet.,bctl 3 target is 950 feet
05-55,0.6666666666666666,0.3333333333333333,-0.3333333333333333,Improvement,1000 feet check.,Pause and check.,100 feet check
05-56,1.0,0.6666666666666666,-0.33333333333333337,Improvement,BCTL4 700 feet.,BCT of four 700 feet.,bctl 4 700 feet
05-57,0.14285714285714285,0.7142857142857143,0.5714285714285714,Worsen,Check on profile. 2 whites 2 red.,Check on profile 2 whites to red.,check on profile to what is to read
05-58,0.0,0.0,0.0,Same,Check. stabilize.,Check. stabilize.,check stabilize
05-59,0.6666666666666666,0.16666666666666666,-0.5,Improvement,"Speedbrakes not up. OK, speedbreaks up.","Speed brakes not up. OK, speed breaks up.",speedbrakes not up ok speedbrakes up
05-60,0.8,0.8,0.0,Same,Reversers normal and autobrake disarmed.,Reverse as normal. And auto break.,reverse as normal and auto brake disarmed
05-61,0.0,0.0,0.0,Same,60 knots.,60 knots.,60 knots
06-01,0.2,0.0,-0.2,Improvement,"Roger, Cap. I have control.","Roger, I have control.",roger cap i have control
06-02,0.0,0.0,0.0,Same,"Roger, I am ready.","Roger, I am ready.",roger i am ready
06-03,0.5,0.0,-0.5,Improvement,VS check,"Yes, check.",vs check
06-04,0.0,0.0,0.0,Same,"Roger, Captain.","Roger, Captain.",roger captain
06-05,0.5454545454545454,0.18181818181818182,-0.3636363636363636,Improvement,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",Busan Towers Singapore 616 runway inside joining downwind runway 1/8 right.,busan tower singapore 616 runway inside joining downwind runway 18r
06-06,0.0,0.0,0.0,Same,Execute Confirm?,Execute confirm,execute confirm
06-07,0.6666666666666666,0.3333333333333333,-0.3333333333333333,Improvement,Route 2 Activated ,Bluetooth activated.,root 2 activated
06-08,1.0,0.5,-0.5,Improvement,Roger. Direct to AB18R.,"Roger, direct to beam 1/8 right?",roger direct to beam 18r
06-09,0.0,0.0,0.0,Same,Execute Confirm?,Execute confirm,execute confirm
06-10,0.5,0.0,-0.5,Improvement,6000 check,6000 cheque.,6000 check
06-11,0.5,0.0,-0.5,Improvement,Flaps 30.,Clap 30.,flaps 30
06-12,0.0,0.6666666666666666,0.6666666666666666,Worsen,Flaps at 30.,Flaps at 30.,flapset 30
06-13,2.0,0.0,-2.0,Improvement,Speedbrakes.,Speed brakes.,speedbrakes
06-14,0.0,1.0,1.0,Worsen,Flaps.,Flaps.,flips
06-15,0.4,0.0,-0.4,Improvement,30. Green light. Exterior lights.,30 green light.,30 green light exterior lights
06-16,0.6,0.2,-0.39999999999999997,Improvement,"Obtain 18R, Landing Checklist Complete.",Opting one right. Landing checklist complete.,opting 18r landing checklist complete
06-17,0.0,0.0,0.0,Same,Roger.,Roger.,roger
06-18,0.375,0.625,0.25,Worsen,Captain. Supposed to fly in autopilot. Cycling FDs.,E captain is supposed to fly in uh. Cycling FDs.,the captain is supposed to fly in a autopilot
06-19,0.25,0.25,0.0,Same,"Roger, recycling the FDs.",Roger recycling the FTS.,roger recycling the fts
06-20,0.0,0.0,0.0,Same,"OK, Ok, Roger, Roger. I have control.","OK, Ok, Roger, Roger. I have control.",ok ok roger roger i have control
06-21,0.0,0.5,0.5,Worsen,"Roger, I am ready.","Roger, I am ready.",roger that i m ready
06-22,0.0,0.0,0.0,Same,VS check.,VS check.,vs check
06-23,0.0,0.0,0.0,Same,Roger Captain.,Roger Captain.,roger captain
06-24,0.5454545454545454,0.18181818181818182,-0.3636363636363636,Improvement,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",Buzzan Tower Singapore 616 surround way inside joining downwind runway 18 right?,busan tower singapore 616 runway insight joining downwind runway 18r
06-25,1.1666666666666667,0.16666666666666666,-1.0,Improvement,cleared to join downwind runway 18R.,cleared to join. Don't win? Runaway. Want it right?,to join downwind runway 18r
06-26,1.0,1.5,0.5,Worsen,Alt Hold.,OK.,okay out pull
06-27,0.5,1.0,0.5,Worsen,Heading Sel.,Heading SO.,eating show
06-28,0.0,0.0,0.0,Same,Roger. Activate Route 2.,"Roger, activate Route 2.",roger activate route 2
06-29,0.0,0.0,0.0,Same,Execute confirm?,Execute confirm.,execute confirm
06-30,0.5,0.5,0.0,Same,OK. Route 2 Activated. LNAV available.,Key route to activated LNEF available.,ok roto activated lnf available
06-31,0.0,0.0,0.0,Same,Roger,Roger,roger
06-32,1.5,0.5,-1.0,Improvement,Roger Direct to AB18R.,Direct Roger direct to a beam. Want it right?,roger direct to beam 18r
06-33,0.5,0.0,-0.5,Improvement,Execute Confirm?,Executive confirm.,execute confirm
06-34,2.5,2.5,0.0,Same,Direct AB18R.,Direct a beam. Want it right?,direct up you want it right
06-35,0.0,0.0,0.0,Same,6000 feet check.,6000 feet. Check.,6000 feet check
06-36,1.0,1.5,0.5,Worsen,Flaps 30. ,,let s study
06-37,0.6666666666666666,0.0,-0.6666666666666666,Improvement,Flaps at 30.,Flaps.,flaps at 30
06-38,1.0,1.0,0.0,Same,Landing Gear. Speedbrakes.,Linda Gear. Speed bricks.,end gear speed brakes
06-39,1.0,1.0,0.0,Same,Flaps,Flips.,flips
06-40,0.8,1.0,0.19999999999999996,Worsen,30. Green Lights. Exterior Lights.,Are you going to exterior lights?,that is green light x ray lights
06-41,1.2857142857142858,1.7142857142857142,0.4285714285714284,Worsen,OK. Obtain Runway 18R. Landing checklist complete.,On OK obtain right one way right then each right is complete.,if i ve been wrong we want it right then it is complete
06-42,0.0,2.0,2.0,Worsen,Roger,Roger.,oh jeez
06-43,7.0,2.0,-5.0,Improvement,LNAV,"I'll tell you, I'll never.",help me
06-44,0.6666666666666666,1.6666666666666667,1.0,Worsen,Confirm. Recycle FDs.,Confirm recycled.,confirm you re secure after this
06-45,0.25,0.5,0.25,Worsen,Roger. Cycling the FDs.,"Hey Roger, cycling the FDS.",hey roger is cycling the fds
06-46,0.25,0.25,0.0,Same,Cap. We are high.,"OK, Cap, we are high.",tip we are high
06-47,1.0,0.5,-0.5,Improvement,4 Whites.,For heights. ,for whites
06-48,0.42857142857142855,0.0,-0.42857142857142855,Improvement,Check. Captain we are high. Go around.,check. Captain will Hi go around.,check captain we are high go around
07-01,0.0,0.0,0.0,Same,"Roger, Captain. Flaps 30. Execute. Confirm."," Roger, Captain Flaps 30. Execute. Confirm.",roger captain flaps 30 execute confirm
07-02,0.0,0.0,0.0,Same,"Roger, I have control.","Roger, I have control.",roger i have control
07-03,0.0,0.0,0.0,Same,"Roger, I am ready.","Roger, I am ready.",roger i am ready
07-04,0.0,0.0,0.0,Same,VS check.,VS check.,vs check
07-05,0.16666666666666666,0.16666666666666666,0.0,Same,I am on route 2 LEGS.,I am on route 2 lakes.,i am on route 2 lakes
07-06,0.0,0.0,0.0,Same,I am with you on Route 2 LEGS.,I am with you on Route 2 legs.,i am with you on route 2 legs
07-07,0.0,0.0,0.0,Same,"Captain, would you like Control?","Captain, would you like Control?",captain would you like control
07-08,0.14285714285714285,0.0,-0.14285714285714285,Improvement,"Busan Tower, Singapore 616 runway in sight.","Busan Tower, Singapore 616 runway in site.",busan tower singapore 616 runway in sight
07-09,0.7142857142857143,0.14285714285714285,-0.5714285714285714,Improvement,Clear to land runway 18R. Singapore 616.,Singapore 616.,cleared to land runway 18r singapore 616
07-10,1.0,0.5,-0.5,Improvement,Alt Hold. ,Outhold.,out hold
07-11,0.25,0.25,0.0,Same,Heading Sel. Route 2.,Heading Cell. Route 2.,heading cell route 2
07-12,0.0,0.0,0.0,Same,Route 2 activated.,Route 2 activated.,route 2 activated
07-13,1.0,0.5,-0.5,Improvement,Roger. Direct to AB18R.,"Roger direct to EBIM 1/8, right?",roger direct to abim 18r
07-14,0.0,0.0,0.0,Same,Confirm.,Confirm.,confirm
07-15,0.0,0.0,0.0,Same,Confirm.,Confirm.,confirm
07-16,0.0,0.0,0.0,Same,6000 is checked.,6000 is checked.,6000 is checked
07-17,0.5,0.0,-0.5,Improvement,Speed Check. Flaps 30. ,Speak. Check. Flaps dirty.,speed check flaps 30
07-18,0.0,0.0,0.0,Same,Flaps at 30.,Flaps at 30.,flaps at 30
07-19,0.5714285714285714,0.2857142857142857,-0.2857142857142857,Improvement,Landing checklist below the line. Landing Gear.,The ending checklist below the line.,tending checklist below the line blending gear
07-20,1.0,1.0,0.0,Same,Down. Speedbrake.,Down speed brake.,down speed brake
07-21,0.25,0.0,-0.25,Improvement,Check. 30. Green Light.,Check dirty green light.,check 30 green light
07-22,0.0,0.0,0.0,Same,Landing Clearance.,Landing clearance.,landing clearance
07-23,0.5,0.0,-0.5,Improvement,Check. Roger.,"Jack, Roger.",check roger
07-24,0.0,1.0,1.0,Worsen,FDs recycled.,FDS Recycled.,fd is recycled
07-25,0.2857142857142857,0.42857142857142855,0.14285714285714285,Worsen,"2 Reds, 2 Whites on the PAPI.","Two Reds, 2 whites on the puppy.",two reds two whites on the puppy
07-26,0.0,0.0,0.0,Same,Stabilized. Standby. Disregard. Sorry.,Stabilized. Standby. Disregard. Sorry.,stabilized standby disregard sorry
07-27,0.125,0.25,0.125,Worsen,"Two Reds, 2 whites on the PAPI, Sir.","Two Reds, 2 whites on the puppy, Sir.",two reds two whites on the puppy sir
07-28,0.0,0.0,0.0,Same,Stabilized.,Stabilized.,stabilized
07-29,0.0,0.0,0.0,Same,"Roger, I have control.","Roger, I have control.",roger i have control
07-30,0.0,0.0,0.0,Same,"Roger, I am ready.","Roger, I am ready.",roger i am ready
07-31,0.0,0.0,0.0,Same,VS check.,VS check.,vs check
07-32,0.3333333333333333,0.3333333333333333,0.0,Same,Route 2 LEGS.,Route 2 lakes.,route 2 links
07-33,0.5454545454545454,0.18181818181818182,-0.3636363636363636,Improvement,Busan Tower Singapore 616 runway in sight. Joining downwind runway 18R.,Busan Tower Singapore 616 runway inside Jordan downwind runway 1/8 right.,busan tower singapore 616 runway inside joining downwind runway 18r
07-34,1.0,0.14285714285714285,-0.8571428571428572,Improvement,Clear to land runway 18R. Singapore 616.,"Cleared land runway 1/8, right. Singapore 6/16.",cleared to land runway 18r singapore 616
07-35,1.0,0.75,-0.25,Improvement,Heading Sel. Alt Hold. ,Betting sell out whole.,heading cell outhaul
07-36,0.0,0.0,0.0,Same,Activating Route 2,Activating Route 2.,activating route 2
07-37,0.0,1.0,1.0,Worsen,Confirm.,Confirm.,confirm confirm
07-38,0.0,0.0,0.0,Same,Execute.,Execute.,execute
